participantID,videoID,videoURL
P19,V089,https://www.tiktok.com/@antonio.tajani/video/7374861359122500896
P19,V079,https://www.tiktok.com/@partitodemocratico/video/7373978342560779553
P19,V026,https://www.tiktok.com/@antonio.tajani/video/7371861757364538657
P19,V110,https://www.tiktok.com/@europaverde/video/7375543508221824289
P19,V237,https://www.tiktok.com/@matteosalviniufficiale/video/7368500709530160417
P19,V114,https://www.tiktok.com/@piueuropaofficial/video/7375503268811754785
P19,V189,https://www.tiktok.com/@carlocalendaofficial/video/7377821551963540768
P19,V101,https://www.tiktok.com/@giuseppeconte_it/video/7375243991865986336
P19,V040,https://www.tiktok.com/@matteosalviniufficiale/video/7372092455228869921
P19,V160,https://www.tiktok.com/@antonio.tajani/video/7377376686498778400
P19,V008,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7370439533835357472
P20,V190,https://www.tiktok.com/@carlocalendaofficial/video/7377686594955906337
P20,V082,https://www.tiktok.com/@antonio.tajani/video/7374404792594074912
P20,V165,https://www.tiktok.com/@giorgiameloni_ufficiale/video/7376709005047057696
P20,V239,https://www.tiktok.com/@matteosalviniufficiale/video/7368424319065656608
P20,V061,https://www.tiktok.com/@giuseppeconte_it/video/7373371286174616864
P20,V132,https://www.tiktok.com/@matteosalviniufficiale/video/7376318028843126048
P20,V143,https://www.tiktok.com/@matteosalviniufficiale/video/7376634167209086240
P20,V185,https://www.tiktok.com/@piueuropaofficial/video/7377308656116780320
P20,V053,https://www.tiktok.com/@carlocalendaofficial/video/7372833984591580449
P20,V006,https://www.tiktok.com/@matteorenziufficiale/video/7370681498304793888
P20,V247,https://www.tiktok.com/@matteosalviniufficiale/video/7368768041393392928
P20,V155,https://www.tiktok.com/@matteosalviniufficiale/video/7376294504149568801
P20,V189,https://www.tiktok.com/@carlocalendaofficial/video/7377821551963540768
P20,V137,https://www.tiktok.com/@fratelliditalia/video/7376702457566547232
P20,V229,https://www.tiktok.com/@matteosalviniufficiale/video/7367652008200883489
P21,V121,https://www.tiktok.com/@europaverde/video/7375818712856661281
P21,V197,https://www.tiktok.com/@giuseppeconte_it/video/7377678490633538848
P21,V123,https://www.tiktok.com/@matteosalviniufficiale/video/7376021036891933984
P21,V004,https://www.tiktok.com/@carlocalendaofficial/video/7370631252530957601
P21,V193,https://www.tiktok.com/@fratelliditalia/video/7377771263177084192
P21,V188,https://www.tiktok.com/@carlocalendaofficial/video/7377885682066279713
P21,V119,https://www.tiktok.com/@fratelliditalia/video/7375879627350314272
P21,V072,https://www.tiktok.com/@fratelliditalia/video/7374075876935339297
P21,V095,https://www.tiktok.com/@matteosalviniufficiale/video/7374727761195257120
P21,V049,https://www.tiktok.com/@partitodemocratico/video/7372509864121224480
P21,V234,https://www.tiktok.com/@matteosalviniufficiale/video/7368097671539723552
